Product_ID,Product_Name,Category,Brand,Unit_Price,Supplier,Launch_Date,Created_At,Last_Updated
P1013,McCain French Fries 340ml,Frozen Foods,Mccain,357.0,ABC Distributors,2021-07-27,2025-04-21,2024-01-17
P1035,Tropicana Orange Juice 2L,Beverages,Tropicana,280.0,ABC Distributors,2023-12-21,2025-04-07,2025-03-17
P1039,Johnson's Baby Oil 1L,Baby Care,Johnson's,738.0,FastMove Logistics,2024-06-16,2023-06-08,2024-04-07
P1054,Coca-Cola Bottle 40g,Beverages,Coca-cola,403.0,Retail Connect,2020-08-29,2024-03-16,2024-03-06
P1057,Pepsi Bottle 40g,Beverages,Pepsi,191.0,,2023-08-16,2023-01-26,2024-04-01
P1087,Amul Butter 340ml,Dairy,Amul,463.0,Prime FMCG Supply,2024-03-06,2023-07-06,2024-01-26
P1098,Safal Green Peas 2L,Frozen Foods,Safal,471.0,FastMove Logistics,2022-01-04,2023-11-27,2025-03-12
P1112,Haldiram Bhujia 340ml,Snacks,Haldiram,727.0,ABC Distributors,2020-09-13,2023-06-02,2025-02-19
P1127,Safal Green Peas 1L,Frozen Foods,Safal,80.0,Prime FMCG Supply,2024-10-24,2024-01-06,2024-11-14
P1045,Dove Shampoo 250ml,Personal Care,Dove,430.0,,2022-05-13,2024-04-13,2024-06-10
P1077,Himalaya Baby Lotion 5kg,Baby Care,Himalaya,597.0,Retail Connect,2022-07-23,2025-02-12,2024-08-14
P1091,Britannia Cheese 500g,Dairy,Britannia,269.0,Prime FMCG Supply,2024-04-23,2024-11-16,2024-02-28
P1123,Horlicks Classic 40g,Health & Wellness,Horlicks,528.0,ABC Distributors,2024-04-09,2023-12-23,2024-07-28
P1002,Haldiram Bhujia 200g,Snacks,Haldiram,629.0,FreshMart Suppliers,2019-05-11,2023-01-31,2024-02-17
P1030,Dove Soap 5kg,Personal Care,Dove,268.0,National Wholesale,2024-06-11,2023-08-08,2024-10-03
P1034,Lay's Magic Masala 1kg,Snacks,Lay's,219.0,Retail Connect,2024-01-12,2023-05-24,2024-08-04
P1059,Parle Monaco 40g,Snacks,Parle,64.0,FreshMart Suppliers,2021-06-30,2023-07-24,2025-02-22
P1062,Safal Green Peas 340ml,Frozen Foods,Safal,574.0,National Wholesale,2019-04-24,2023-04-29,2025-03-25
P1067,Bingo Mad Angles 5kg,Snacks,Bingo,341.0,FastMove Logistics,2023-07-31,2023-12-01,2024-07-25
P1071,Coca-Cola Bottle 250ml,Beverages,Coca-cola,552.0,FastMove Logistics,2022-10-04,2023-04-06,2025-02-23
P1089,Dabur Chyawanprash 750g,Health & Wellness,Dabur,456.0,National Wholesale,2019-12-02,2024-04-26,2024-01-10
P1105,Colgate Toothpaste 400g,Personal Care,Colgate,588.0,National Wholesale,2022-12-12,2024-12-20,2024-08-20
P1121,Haldiram Bhujia 100g,Snacks,Haldiram,467.0,FastMove Logistics,2022-08-13,2024-09-10,2024-05-08
P1124,Lux Soap 340ml,Personal Care,Lux,132.0,Prime FMCG Supply,2022-09-12,2024-02-26,2024-12-21
P1146,Mother Dairy Milk 80g,Dairy,Mother Dairy,319.0,FastMove Logistics,2020-10-09,2023-03-17,2024-08-14
P1147,Sunsilk Shampoo 250ml,Personal Care,Sunsilk,679.0,FreshMart Suppliers,2021-10-21,2024-04-12,2025-03-08
P1014,Colgate Toothpaste 250ml,Personal Care,Colgate,92.0,Prime FMCG Supply,2022-07-12,2023-08-06,2024-12-01
P1024,Fortune Sunflower Oil 200g,Staples,Fortune,774.0,FreshMart Suppliers,2019-10-11,2025-02-17,2024-09-29
P1041,Amul Butter 180ml,Dairy,Amul,513.0,Retail Connect,2024-12-15,2023-06-11,2024-01-30
P1047,Aashirvaad Atta 500g,Staples,Aashirvaad,388.0,ABC Distributors,2021-09-27,2024-01-14,2024-05-25
P1048,Nescafe Coffee 40g,Beverages,Nescafe,581.0,FastMove Logistics,2022-05-24,2024-09-18,2025-02-17
P1066,McCain French Fries 500ml,Frozen Foods,Mccain,466.0,ABC Distributors,2022-09-14,2024-09-30,2024-06-09
P1069,Tropicana Orange Juice 1L,Beverages,Tropicana,586.0,ABC Distributors,2022-05-29,2023-10-21,2024-04-17
P1075,Amul Butter 750g,Dairy,Amul,460.0,Prime FMCG Supply,2020-12-21,2025-04-03,2024-12-22
P1090,Fortune Sunflower Oil 750g,Staples,Fortune,692.0,ABC Distributors,2019-05-08,2023-09-11,2024-04-12
P1001,Lay's Classic Chips 400g,Snacks,Lay's,306.0,Prime FMCG Supply,2021-07-03,2023-05-23,2025-01-12
P1017,Nescafe Coffee 200g,Beverages,Nescafe,798.0,,2020-03-25,2023-06-06,2024-11-17
P1022,McCain French Fries 500g,Frozen Foods,Mccain,407.0,Prime FMCG Supply,2024-12-12,2023-01-01,2024-11-02
P1051,Aashirvaad Atta 5kg,Staples,Aashirvaad,525.0,National Wholesale,2019-07-28,2023-04-05,2024-11-20
P1052,Dabur Chyawanprash 100g,Health & Wellness,Dabur,28.0,National Wholesale,2020-06-19,2024-10-14,2024-05-14
P1070,Colgate Toothpaste 2L,Personal Care,Colgate,477.0,FastMove Logistics,2021-05-25,2024-06-07,2024-08-30
P1084,Lux Soap 750g,Personal Care,Lux,434.0,FreshMart Suppliers,2021-06-22,2024-05-14,2024-04-22
P1097,Himalaya Baby Lotion 500g,Baby Care,Himalaya,470.0,Prime FMCG Supply,2024-11-07,2024-10-28,2024-05-18
P1106,Vim Dishwash Gel 250ml,Household,Vim,261.0,ABC Distributors,2021-02-27,2023-11-20,2024-03-02
P1115,Britannia Cheese 400g,Dairy,Britannia,126.0,Prime FMCG Supply,2021-05-14,2023-09-28,2024-12-04
P1118,Johnson's Baby Soap 340ml,Baby Care,Johnson's,264.0,National Wholesale,2021-03-21,2024-03-11,2024-02-28
P1145,Pepsi Bottle 2L,Beverages,Pepsi,678.0,National Wholesale,2024-02-26,2023-09-19,2024-12-07
P1149,Surf Excel Easy Wash 40g,Household,Surf Excel,699.0,FreshMart Suppliers,2022-01-29,2023-01-09,2024-10-16
P1005,Amul Milk 400g,Dairy,Amul,457.0,National Wholesale,2022-02-12,2023-06-09,2024-04-20
P1009,Lay's Classic Chips 340ml,Snacks,Lay's,258.0,National Wholesale,2019-11-23,2025-05-25,2024-04-29
P1019,Safal Green Peas 5kg,Frozen Foods,Safal,39.0,FastMove Logistics,2020-04-14,2024-11-29,2024-10-01
P1032,Parle Monaco 500ml,Snacks,Parle,458.0,FreshMart Suppliers,2024-03-27,2025-06-03,2025-01-08
P1042,McCain French Fries 40g,Frozen Foods,Mccain,215.0,ABC Distributors,2019-10-06,2024-11-22,2025-03-17
P1058,Colgate Toothpaste 750g,Personal Care,Colgate,710.0,FastMove Logistics,2021-10-13,2023-10-01,2024-03-22
P1065,Aashirvaad Atta 100g,Staples,Aashirvaad,750.0,FreshMart Suppliers,2019-01-07,2024-06-16,2025-02-16
P1068,Surf Excel Matic 1kg,Household,Surf Excel,455.0,FastMove Logistics,2023-04-02,2024-11-24,2025-01-18
P1074,Tata Sampann Toor Dal 2L,Staples,Tata Sampann,434.0,Prime FMCG Supply,2020-08-27,2024-11-02,2024-12-18
P1083,Horlicks Classic 400g,Health & Wellness,Horlicks,45.0,Retail Connect,2023-04-08,2024-05-03,2024-01-04
P1085,Harpic Toilet Cleaner 2L,Household,Harpic,54.0,FreshMart Suppliers,2022-10-08,2024-11-15,2024-12-13
P1101,Surf Excel Easy Wash 5kg,Household,Surf Excel,220.0,ABC Distributors,2021-09-15,2025-01-07,2024-07-27
P1138,Parle Monaco 200g,Snacks,Parle,563.0,FreshMart Suppliers,2019-03-04,2025-01-09,2024-03-14
P1144,Haldiram Bhujia 40g,Snacks,Haldiram,416.0,Retail Connect,2021-09-13,2024-05-24,2024-10-25
P1003,Fortune Atta 5kg,Staples,Fortune,641.0,ABC Distributors,2021-03-25,2025-01-03,2024-11-28
P1006,Dove Soap 200g,Personal Care,Dove,414.0,ABC Distributors,2023-01-10,2025-05-17,2024-06-25
P1025,Pepsi Bottle 340ml,Beverages,Pepsi,511.0,Retail Connect,2020-11-07,2023-09-29,2024-09-27
P1043,Tata Sampann Toor Dal 200g,Staples,Tata Sampann,608.0,Prime FMCG Supply,2019-06-12,2024-09-26,2024-02-11
P1060,Johnson's Baby Oil 250ml,Baby Care,Johnson's,839.0,Prime FMCG Supply,2021-07-02,2023-01-25,2024-12-03
P1078,Nescafe Coffee 2L,Beverages,Nescafe,290.0,Prime FMCG Supply,2022-02-09,2025-02-23,2025-02-02
P1107,McCain French Fries 1kg,Frozen Foods,Mccain,246.0,FastMove Logistics,2024-06-06,2023-10-11,2025-01-05
P1128,Himalaya Baby Lotion 2L,Baby Care,Himalaya,803.0,ABC Distributors,2021-04-13,2023-10-01,2024-10-08
P1140,Sunsilk Shampoo 1L,Personal Care,Sunsilk,349.0,FastMove Logistics,2024-06-21,2025-06-12,2024-10-04
P1142,Parle Monaco 500g,Snacks,Parle,735.0,,2019-04-29,2023-02-17,2024-06-15
P1037,Fortune Atta 1L,Staples,Fortune,522.0,FreshMart Suppliers,2021-05-25,2025-06-04,2024-07-24
P1056,Fortune Sunflower Oil 500ml,Staples,Fortune,823.0,Retail Connect,2023-07-23,2024-09-27,2025-01-18
P1072,Aashirvaad Atta 1kg,Staples,Aashirvaad,850.0,Prime FMCG Supply,2020-08-26,2023-01-26,2024-01-24
P1095,Surf Excel Easy Wash 750g,Household,Surf Excel,604.0,ABC Distributors,2022-11-23,2024-06-29,2024-08-07
P1114,Johnson's Baby Oil 40g,Baby Care,Johnson's,627.0,FreshMart Suppliers,2022-06-04,2024-08-05,2024-11-13
P1132,Dabur Chyawanprash 2L,Health & Wellness,Dabur,274.0,,2020-08-15,2024-01-28,2024-04-07
P1148,Surf Excel Matic 1L,Household,Surf Excel,519.0,ABC Distributors,2021-08-29,2024-01-26,2024-10-19
P1027,Horlicks Classic 340ml,Health & Wellness,Horlicks,407.0,FreshMart Suppliers,2024-10-20,2024-04-07,2024-03-02
P1038,Amul Milk 1L,Dairy,Amul,27.0,FreshMart Suppliers,2021-12-22,2025-03-13,2025-02-05
P1094,Dabur Chyawanprash 400g,Health & Wellness,Dabur,228.0,ABC Distributors,2021-09-21,2023-04-15,2024-12-22
P1102,Himalaya Baby Lotion 750g,Baby Care,Himalaya,271.0,FastMove Logistics,2024-05-04,2024-10-23,2024-12-30
P1130,Dabur Honey 1kg,Health & Wellness,Dabur,141.0,FreshMart Suppliers,2020-04-26,2024-10-25,2025-03-02
P1135,Lux Soap 5kg,Personal Care,Lux,806.0,Retail Connect,2023-03-26,2024-04-11,2024-06-13
P1137,Himalaya Baby Lotion 80g,Baby Care,Himalaya,418.0,FreshMart Suppliers,2020-09-15,2024-05-22,2024-01-19
P1010,Parle Monaco 250ml,Snacks,Parle,489.0,FastMove Logistics,2023-02-03,2023-06-16,2024-07-08
P1015,Johnson's Baby Oil 80g,Baby Care,Johnson's,683.0,,2020-08-08,2023-09-29,2024-03-12
P1036,McCain French Fries 100g,Frozen Foods,Mccain,692.0,Retail Connect,2019-03-02,2023-04-06,2025-01-20
P1046,Lay's Classic Chips 2L,Snacks,Lay's,661.0,Retail Connect,2020-02-14,2023-03-17,2024-10-02
P1076,Safal Green Peas 100g,Frozen Foods,Safal,595.0,,2020-05-12,2024-04-12,2024-03-09
P1081,Horlicks Classic 500g,Health & Wellness,Horlicks,748.0,Prime FMCG Supply,2019-09-21,2024-02-29,2024-07-27
P1088,Harpic Toilet Cleaner 500ml,Household,Harpic,241.0,FreshMart Suppliers,2022-08-31,2023-12-12,2025-01-24
P1109,McCain French Fries 250ml,Frozen Foods,Mccain,71.0,ABC Distributors,2022-04-11,2024-12-15,2024-03-05
P1136,Fortune Atta 180ml,Staples,Fortune,417.0,Prime FMCG Supply,2023-08-10,2023-02-14,2024-06-11
P1029,Amul Butter 400g,Dairy,Amul,671.0,ABC Distributors,2021-07-26,2023-03-11,2024-01-17
P1031,Nescafe Coffee 1kg,Beverages,Nescafe,828.0,FreshMart Suppliers,2023-07-26,2023-07-14,2024-02-18
P1040,Surf Excel Matic 100g,Household,Surf Excel,618.0,FastMove Logistics,2019-09-07,2025-02-04,2024-06-09
P1064,Lux Soap 1L,Personal Care,Lux,645.0,Retail Connect,2020-04-18,2024-01-30,2024-10-22
P1079,Aashirvaad Atta 2L,Staples,Aashirvaad,104.0,FastMove Logistics,2022-03-16,2023-08-29,2024-05-19
P1111,Amul Paneer 40g,Dairy,Amul,514.0,ABC Distributors,2019-09-25,2024-02-15,2024-09-08
P1113,Surf Excel Easy Wash 1kg,Household,Surf Excel,146.0,Retail Connect,2023-09-01,2024-09-12,2024-11-01
P1141,Britannia Cheese 200g,Dairy,Britannia,265.0,FastMove Logistics,2022-03-23,2023-08-21,2025-01-17
P1026,Dabur Honey 80g,Health & Wellness,Dabur,577.0,FastMove Logistics,2021-04-03,2024-12-31,2024-06-08
P1033,Amul Butter 100g,Dairy,Amul,437.0,FastMove Logistics,2022-10-21,2025-03-30,2025-03-17
P1053,Nescafe Coffee 5kg,Beverages,Nescafe,747.0,FreshMart Suppliers,2019-02-09,2023-04-25,2024-02-08
P1080,Lux Soap 80g,Personal Care,Lux,578.0,ABC Distributors,2020-07-20,2023-06-04,2024-04-28
P1092,Tata Sampann Toor Dal 400g,Staples,Tata Sampann,287.0,National Wholesale,2020-11-18,2024-09-12,2024-11-06
P1104,Aashirvaad Atta 340ml,Staples,Aashirvaad,620.0,National Wholesale,2024-04-22,2024-07-20,2024-09-28
P1110,Johnson's Baby Soap 40g,Baby Care,Johnson's,37.0,Retail Connect,2022-03-10,2024-04-25,2024-09-02
P1125,Johnson's Baby Oil 340ml,Baby Care,Johnson's,435.0,Retail Connect,2019-05-31,2024-04-10,2024-02-15
PB1005,Dove Soap 5kg,Personal Care,Dove,268.0,National Wholesale,2024-06-11,2023-08-08,2024-10-03
PB1008,Sunsilk Shampoo 2L,Personal Care,Sunsilk,449.5,ABC Distributors,2021-04-27,2025-05-02,2024-08-03
PB1011,Vim Dishwash Gel 200 gm,Household,Vim,325.0,FreshMart Suppliers,2020-10-09,2024-04-09,2024-01-02
PB1032,Bru Beverage 200g,Beverages,Bru,110.79,Prime Wholesale,2024-12-29,2025-02-13,2025-06-18
PB1037,Britannia Biscuit 200g,Biscuits,Britannia,72.73,ABC Distributors,2022-10-11,2022-11-12,2023-07-22
PB1050,McCain Frozen Food 500g,Frozen Foods,Mccain,94.46,RK Agencies,2024-09-21,2024-10-04,2025-07-07
PB1059,Dove Personal Care 250g,Personal Care,Dove,55.01,RK Agencies,2025-01-15,2025-01-18,2025-06-27
PB1072,Bru Beverage 200g,Beverages,Bru,330.82,Metro Supplies,2025-01-22,2025-01-24,2025-08-01
PB1103,Mother Dairy Dairy 250g,Dairy,Mother Dairy,69.07,Prime Wholesale,2025-03-01,2025-04-12,2025-04-25
PB1117,Mother Dairy Dairy 500g,Dairy,Mother Dairy,211.28,Shree Traders,2023-01-08,2023-02-08,2023-05-27
PB1024,Bingo Mad Angles 5kg,Snacks,Bingo,340.5,FastMove Logistics,2023-07-31,2023-12-01,2024-07-25
PB1052,Fortune Staple 1kg,Staples,Fortune,378.52,Global FMCG,2024-08-14,2024-10-08,2024-11-04
PB1071,Surf Excel Home Care 1kg,Home Care,Surf Excel,319.48,ABC Distributors,2025-02-03,2025-03-20,2025-10-24
PB1105,Fortune Staple 1kg,Staples,Fortune,157.44,ABC Distributors,2023-07-24,2023-09-10,2024-04-12
PB1106,Cadbury Chocolate 250g,Chocolates,Cadbury,142.72,ABC Distributors,2022-04-17,2022-06-16,2022-12-12
PB1109,Aashirvaad Staple 250g,Staples,Aashirvaad,531.48,ABC Distributors,2022-08-23,2022-10-11,2023-01-02
PB1113,Britannia Biscuit 100g,Biscuits,Britannia,493.08,Prime Wholesale,2024-06-06,2024-06-29,2025-05-20
PB1001,Harpic Toilet Cleaner 2L,Household,Harpic,54.0,FreshMart Suppliers,2022-10-08,2024-11-15,2024-12-13
PB1021,Safal Green Peas 100 gm,Frozen Foods,Safal,594.5,,2020-05-12,2024-04-12,2024-03-09
PB1025,Fortune Sunflower Oil 500ml,Staples,Fortune,823.5,Retail Connect,2023-07-23,2024-09-27,2025-01-18
PB1033,Lizol Home Care 250g,Home Care,Lizol,467.5,Om Enterprises,2023-03-26,2023-05-08,2023-10-21
PB1034,Amul Dairy 100g,Dairy,Amul,59.75,RK Agencies,2023-10-09,2023-11-03,2024-03-19
PB1046,Bingo Snack 250g,Snacks,Bingo,421.51,Global FMCG,2024-05-16,2024-05-29,2025-03-01
PB1049,Amul Dairy 100g,Dairy,Amul,476.31,ABC Distributors,2023-04-14,2023-04-18,2023-05-04
PB1066,Fortune Staple 200g,Staples,Fortune,394.36,RK Agencies,2024-06-16,2024-08-08,2025-05-13
PB1088,Cadbury Chocolate 250g,Chocolates,Cadbury,370.9,Shree Traders,2024-08-27,2024-10-16,2025-01-10
PB1007,Aashirvaad Atta 2L,Staples,Aashirvaad,104.0,FastMove Logistics,2022-03-16,2023-08-29,2024-05-19
PB1035,Aashirvaad Staple 1kg,Staples,Aashirvaad,265.9,Shree Traders,2024-03-21,2024-05-16,2025-04-10
PB1036,Lay's Snack 250g,Snacks,Lay's,249.93,RK Agencies,2025-01-08,2025-01-24,2025-11-19
PB1038,Tata Tea Beverage 200g,Beverages,Tata Tea,227.0,RK Agencies,2024-05-14,2024-06-21,2024-07-23
PB1060,Cadbury Chocolate 100g,Chocolates,Cadbury,60.97,,2024-11-06,2024-11-11,2025-02-14
PB1064,Aashirvaad Staple 100g,Staples,Aashirvaad,547.95,ABC Distributors,2024-07-27,2024-09-04,2025-06-19
PB1104,Bingo Snack 200g,Snacks,Bingo,196.86,Prime Wholesale,2022-04-13,2022-04-29,2022-11-09
PB1120,Nestle Chocolate 100g,Chocolates,Nestle,237.31,Metro Supplies,2022-07-10,2022-07-28,2022-11-18
PB1010,Aashirvaad Atta 400g,Staples,Aashirvaad,622.5,FreshMart Suppliers,2023-06-24,2024-01-06,2024-04-22
PB1027,Horlicks Classic 340ml,Health & Wellness,Horlicks,406.5,FreshMart Suppliers,2024-10-20,2024-04-07,2024-03-02
PB1056,Amul Dairy 200g,Dairy,Amul,277.71,Om Enterprises,2022-12-07,2023-01-02,2023-09-07
PB1061,Pears Personal Care 100g,Personal Care,Pears,337.12,RK Agencies,2025-03-12,2025-03-27,2026-01-17
PB1115,Nestle Chocolate 1kg,Chocolates,Nestle,461.13,ABC Distributors,2023-07-04,2023-07-24,2023-11-26
PB1016,Colgate Toothpaste 2L,Personal Care,Colgate,477.0,FastMove Logistics,2021-05-25,2024-06-07,2024-08-30
PB1029,Fortune Atta 180ml,Staples,Fortune,417.0,Prime FMCG Supply,2023-08-10,2023-02-14,2024-06-11
PB1045,Cadbury Chocolate 250g,Chocolates,Cadbury,274.52,RK Agencies,2022-09-15,2022-09-23,2023-08-26
PB1053,Tata Tea Beverage 1kg,Beverages,Tata Tea,155.54,Metro Supplies,2023-11-26,2024-01-16,2024-03-11
PB1054,McCain Frozen Food 200g,Frozen Foods,Mccain,267.88,Om Enterprises,2024-05-14,2024-05-25,2024-10-14
PB1058,Nestle Chocolate 1kg,Chocolates,Nestle,106.27,Shree Traders,2025-02-12,2025-03-26,2025-11-30
PB1112,McCain Frozen Food 500g,Frozen Foods,Mccain,204.15,Om Enterprises,2022-05-22,2022-06-23,2023-05-20
PB1015,Dabur Chyawanprash 100 gm,Health & Wellness,Dabur,28.5,National Wholesale,2020-06-19,2024-10-14,2024-05-14
PB1026,Nescafe Coffee 1 KG,Beverages,Nescafe,827.5,FreshMart Suppliers,2023-07-26,2023-07-14,2024-02-18
PB1063,Aashirvaad Staple 500g,Staples,Aashirvaad,363.89,Prime Wholesale,2024-03-21,2024-03-29,2025-03-07
PB1070,Amul Dairy 1kg,Dairy,Amul,200.12,Metro Supplies,2023-07-21,2023-07-23,2023-07-24
PB1079,Vim Home Care 250g,Home Care,Vim,198.85,ABC Distributors,2024-03-29,2024-05-11,2025-02-09
PB1083,Nivea Personal Care 1kg,Personal Care,Nivea,508.4,RK Agencies,2022-05-24,2022-07-23,2023-06-28
PB1003,Safal Green Peas 2L,Frozen Foods,Safal,470.5,FastMove Logistics,2022-01-04,2023-11-27,2025-03-12
PB1042,McCain Frozen Food 200g,Frozen Foods,Mccain,308.17,Om Enterprises,2024-02-05,2024-03-24,2024-06-14
PB1043,McCain Frozen Food 250g,Frozen Foods,Mccain,83.73,Shree Traders,2023-10-26,2023-11-26,2023-12-05
PB1044,Surf Excel Home Care 100g,Home Care,Surf Excel,522.15,ABC Distributors,2023-05-09,2023-07-04,2024-04-19
PB1076,Fortune Staple 200g,Staples,Fortune,81.75,Om Enterprises,2023-07-01,2023-07-11,2024-07-04
PB1078,Lux Personal Care 100g,Personal Care,Lux,171.27,,2023-01-31,2023-02-25,2023-08-12
PB1014,Tata Sampann Toor Dal 200 gm,Staples,Tata Sampann,608.0,Prime FMCG Supply,2019-06-12,2024-09-26,2024-02-11
PB1048,Dove Personal Care 500g,Personal Care,Dove,145.81,Metro Supplies,2022-02-13,2022-03-22,2022-12-30
PB1073,Parle Biscuit 100g,Biscuits,Parle,496.94,Metro Supplies,2023-09-24,2023-10-17,2023-11-06
PB1084,Aashirvaad Staple 500g,Staples,Aashirvaad,239.41,Prime Wholesale,2024-11-04,2024-11-23,2025-10-30
PB1087,Surf Excel Home Care 1kg,Home Care,Surf Excel,194.18,Prime Wholesale,2025-04-02,2025-05-10,2026-04-10
PB1101,Parle Biscuit 1kg,Biscuits,Parle,279.96,Prime Wholesale,2023-03-26,2023-04-12,2023-11-21
PB1114,Bingo Snack 200g,Snacks,Bingo,348.35,RK Agencies,2024-12-04,2025-01-14,2025-06-01
PB1004,Coca-Cola Bottle 500 g,Beverages,Coca-cola,26.5,FreshMart Suppliers,2024-01-20,2024-12-06,2024-10-31
PB1009,Safal Green Peas 5kg,Frozen Foods,Safal,39.0,FastMove Logistics,2020-04-14,2024-11-29,2024-10-01
PB1019,McCain French Fries 500ml,Frozen Foods,Mccain,466.5,ABC Distributors,2022-09-14,2024-09-30,2024-06-09
PB1023,Parle Monaco 500ml,Snacks,Parle,458.5,FreshMart Suppliers,2024-03-27,2025-06-03,2025-01-08
PB1028,Dabur Chyawanprash 2L,Health & Wellness,Dabur,274.5,,2020-08-15,2024-01-28,2024-04-07
PB1047,Nivea Personal Care 1kg,Personal Care,Nivea,262.03,,2024-02-04,2024-03-03,2024-11-22
PB1090,Lay's Snack 100g,Snacks,Lay's,471.11,ABC Distributors,2023-05-17,2023-06-16,2024-04-23
PB1097,Vim Home Care 500g,Home Care,Vim,104.19,Prime Wholesale,2025-01-11,2025-01-16,2025-03-27
PB1118,Fortune Staple 250g,Staples,Fortune,296.23,,2023-07-20,2023-08-24,2023-08-29
